ADDRESS_ID,PRIORITY,TRAFFIC_CONTROL_SEGMENT,CHARGER_ID,COUPLER_NUM
10018,99,,Charger1,1
10007,99,,Charger2,1
10079,99,,Charger3,1
10066,99,,Charger4,1
10128,99,,Charger5,1
90228,99,,Charger6,1
10244,99,,Charger7,1
10159,99,,Charger8,1
90191,99,,Charger9,1
90279,99,,Charger10,1
10096,99,,Charger11,1

